longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.24,34.0,23.0,588.0,157.0,716.0,173.0,1.2056,87500.0
-121.79,37.31,22.0,2199.0,361.0,1270.0,386.0,5.1149,235700.0
-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,185700.0
-118.02,34.05,28.0,991.0,255.0,1145.0,265.0,2.3611,167000.0
-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,345800.0
-118.19,34.07,38.0,2965.0,665.0,2128.0,650.0,3.0241,166300.0
-118.08,33.89,35.0,1071.0,290.0,1412.0,274.0,3.1917,114900.0
-124.18,40.78,34.0,1592.0,364.0,950.0,317.0,2.1607,67000.0
-121.04,39.22,14.0,1889.0,471.0,853.0,399.0,2.25,112500.0
-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165,100900.0
-118.46,33.99,41.0,885.0,285.0,562.0,268.0,3.1992,303800.0
-122.09,37.39,36.0,1035.0,196.0,475.0,205.0,5.5385,359000.0
-117.8,33.85,23.0,3038.0,470.0,1568.0,438.0,5.6403,233000.0
-122.36,38.4,16.0,2716.0,546.0,898.0,500.0,2.2536,201200.0
-121.76,37.67,6.0,3023.0,518.0,1225.0,468.0,6.3705,350000.0
-121.65,36.77,15.0,2191.0,358.0,1150.0,330.0,4.7969,227500.0
-120.12,34.6,10.0,2426.0,426.0,966.0,419.0,5.5106,290900.0
-118.45,34.21,30.0,2331.0,733.0,2172.0,707.0,2.1888,195600.0
-123.22,39.28,16.0,5569.0,1106.0,3148.0,1088.0,3.1455,142900.0
-121.81,37.99,22.0,2331.0,359.0,1086.0,340.0,5.1435,150800.0
-115.57,32.8,17.0,1492.0,426.0,1595.0,428.0,1.7188,69900.0
-117.75,34.07,52.0,2550.0,586.0,1246.0,576.0,1.6006,146200.0
-117.65,34.08,52.0,2264.0,439.0,1031.0,437.0,3.375,144300.0
-118.43,33.99,45.0,1899.0,461.0,1260.0,415.0,2.6667,320000.0
-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214,218400.0
-118.52,34.18,43.0,1700.0,380.0,930.0,349.0,3.675,213100.0
-117.15,32.7,52.0,458.0,148.0,1283.0,166.0,1.2863,86300.0
-122.28,37.87,49.0,2026.0,548.0,963.0,521.0,1.9805,173700.0
-120.43,34.87,26.0,1699.0,272.0,799.0,266.0,3.9871,157700.0
-122.2,37.47,37.0,1053.0,266.0,939.0,267.0,3.1989,320800.0
-120.33,38.26,13.0,2962.0,546.0,252.0,103.0,4.4063,155800.0
-117.99,33.68,18.0,2024.0,462.0,1047.0,451.0,3.5848,186900.0
-117.01,32.77,24.0,2311.0,536.0,1005.0,525.0,2.9,185200.0
-121.42,38.64,42.0,1720.0,382.0,1069.0,362.0,1.8611,60500.0
-118.48,34.02,22.0,1249.0,483.0,1106.0,481.0,2.5261,375000.0
-118.25,34.22,34.0,2510.0,535.0,1516.0,542.0,3.8068,267000.0
-120.42,34.96,31.0,3518.0,608.0,1386.0,572.0,3.6212,151400.0
-122.27,37.73,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231000.0
-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,177900.0
-117.07,32.63,37.0,2372.0,444.0,1056.0,419.0,3.7583,145500.0
-118.19,33.84,44.0,2731.0,577.0,1396.0,555.0,4.1771,219100.0
-118.05,33.9,41.0,550.0,129.0,642.0,125.0,1.875,119900.0
-122.21,38.11,35.0,2122.0,400.0,1189.0,408.0,3.0962,124600.0
-122.41,37.79,52.0,3610.0,1286.0,1504.0,1047.0,3.2059,500001.0
-118.11,34.02,40.0,1727.0,309.0,932.0,313.0,3.95,210200.0
-122.19,37.47,44.0,1371.0,263.0,589.0,301.0,4.8068,312300.0
-121.42,38.63,42.0,2217.0,536.0,1203.0,507.0,1.9412,73100.0
-121.3,38.64,20.0,5001.0,830.0,2330.0,830.0,4.0833,160000.0
-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,439900.0
-118.46,34.05,25.0,4077.0,1151.0,1719.0,1017.0,3.7721,337500.0
-121.51,38.55,46.0,1485.0,278.0,531.0,291.0,2.7885,137200.0
-119.51,34.4,24.0,3422.0,596.0,1763.0,601.0,5.2039,301300.0
-117.05,34.03,28.0,3009.0,698.0,1200.0,626.0,1.3993,104600.0
-119.34,34.39,27.0,669.0,131.0,314.0,106.0,2.4659,231300.0
-121.88,37.39,13.0,3334.0,565.0,2240.0,561.0,7.105,273900.0
-117.17,32.78,42.0,1104.0,305.0,892.0,270.0,2.2768,145200.0
-117.36,33.88,10.0,5600.0,848.0,2573.0,788.0,5.0346,240500.0
-122.49,37.73,36.0,1821.0,292.0,742.0,298.0,5.6204,406200.0
-119.54,36.61,20.0,1490.0,318.0,1474.0,326.0,1.4937,54700.0
-118.44,34.02,32.0,2242.0,490.0,921.0,461.0,4.0429,500001.0
-122.12,37.7,19.0,2495.0,635.0,1571.0,579.0,2.5833,159900.0
-120.58,37.36,33.0,3564.0,716.0,2603.0,696.0,2.2179,67500.0
-118.34,34.19,41.0,1524.0,393.0,1176.0,375.0,2.875,192400.0
-122.27,37.52,35.0,1051.0,259.0,517.0,234.0,3.7,339700.0
-117.89,33.86,28.0,1395.0,398.0,1220.0,362.0,3.3008,193800.0
-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,500000.0
-119.81,34.46,22.0,3488.0,452.0,1479.0,458.0,7.1687,384400.0
-121.36,38.04,9.0,2167.0,370.0,1290.0,351.0,5.0285,148200.0
-123.08,40.4,10.0,365.0,102.0,140.0,49.0,1.7969,37500.0
-117.31,34.11,52.0,851.0,190.0,731.0,190.0,1.9044,64900.0
-121.31,37.96,52.0,2654.0,468.0,1157.0,494.0,3.226,107600.0
-117.96,33.99,25.0,2799.0,388.0,1348.0,389.0,6.2517,311100.0
-122.59,38.01,35.0,8814.0,1307.0,3450.0,1258.0,6.1724,414300.0
-120.31,37.29,36.0,969.0,206.0,732.0,175.0,1.5938,57600.0
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0
-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2.3056,98500.0
-117.8,33.7,5.0,1549.0,378.0,735.0,355.0,5.2923,194000.0
-122.22,37.4,32.0,2297.0,287.0,814.0,283.0,15.0001,500001.0
-117.25,32.75,37.0,1189.0,377.0,645.0,377.0,2.4672,216700.0
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,166100.0
-122.52,37.91,30.0,4174.0,739.0,1818.0,705.0,5.5951,402900.0
-118.23,34.12,32.0,2094.0,491.0,1413.0,479.0,4.5089,221100.0
-119.69,36.81,13.0,1524.0,366.0,994.0,370.0,2.5446,93800.0
-117.1,32.68,45.0,1183.0,289.0,900.0,266.0,2.4943,99600.0
-124.15,40.59,39.0,1186.0,238.0,539.0,212.0,2.0938,79600.0
-118.1,33.81,36.0,1111.0,184.0,444.0,177.0,3.7031,245300.0
-117.19,32.82,35.0,2197.0,353.0,945.0,357.0,4.9219,192900.0
-118.14,34.05,25.0,5478.0,1136.0,3062.0,1096.0,3.4118,341100.0
-117.97,34.06,31.0,2516.0,,2194.0,497.0,3.2413,155500.0
-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375,355200.0
-119.32,36.32,29.0,2409.0,436.0,1142.0,440.0,3.6895,87700.0
-121.86,36.6,31.0,1044.0,285.0,762.0,301.0,3.038,195300.0
-116.46,33.79,10.0,6960.0,1487.0,1130.0,661.0,2.1411,136400.0
-122.31,37.94,38.0,2172.0,403.0,945.0,384.0,4.3958,194200.0
-117.7,33.5,4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0
-116.24,33.72,25.0,5236.0,1039.0,2725.0,935.0,3.775,93400.0
-120.84,35.31,23.0,3100.0,603.0,1515.0,609.0,2.8493,196100.0
-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407,202900.0
-118.3,34.17,17.0,4041.0,1169.0,3309.0,1117.0,2.6016,222400.0
-121.32,38.68,25.0,1252.0,207.0,587.0,217.0,3.5893,146400.0
-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,500001.0
-120.46,34.64,11.0,562.0,164.0,504.0,147.0,2.0161,118800.0
-117.96,33.73,22.0,3479.0,455.0,1454.0,488.0,6.6324,347600.0
-118.15,34.08,48.0,3697.0,816.0,2446.0,787.0,3.3988,199200.0
-121.08,38.95,18.0,1931.0,380.0,1271.0,377.0,2.7463,156100.0
-118.96,34.19,16.0,1807.0,346.0,587.0,296.0,1.9811,162500.0
-122.46,37.71,52.0,1642.0,351.0,1138.0,340.0,4.1406,219500.0
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,221900.0
-119.8,36.72,43.0,1286.0,360.0,972.0,345.0,0.9513,50400.0
-117.65,34.08,38.0,2750.0,572.0,1410.0,483.0,3.3836,144900.0
-118.94,35.37,33.0,3372.0,741.0,2352.0,704.0,2.0643,57600.0
-122.07,37.59,15.0,3475.0,686.0,2568.0,653.0,4.6211,151400.0
-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,131600.0
-117.38,33.94,21.0,2468.0,380.0,1164.0,385.0,4.0625,136800.0
-121.46,38.48,8.0,3593.0,659.0,1710.0,530.0,3.5227,93100.0
-119.77,34.44,24.0,5652.0,1313.0,2312.0,1294.0,2.4717,295300.0
-122.04,38.26,34.0,3082.0,702.0,1795.0,703.0,2.7885,105900.0
-117.69,33.55,4.0,1764.0,220.0,705.0,224.0,8.3275,384200.0
-117.99,33.9,30.0,1677.0,372.0,1021.0,332.0,3.5859,199700.0
-118.31,33.82,39.0,2198.0,425.0,1160.0,436.0,4.1406,323700.0
-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,442100.0
-123.19,39.15,16.0,2577.0,495.0,1232.0,488.0,2.6012,125600.0
-117.92,33.64,24.0,2539.0,695.0,1623.0,611.0,3.0708,188700.0
-117.18,32.77,23.0,1215.0,225.0,592.0,224.0,3.4,200600.0
-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,93200.0
-121.55,40.48,14.0,2413.0,524.0,805.0,329.0,2.7857,77400.0
-122.29,37.88,52.0,2159.0,424.0,824.0,388.0,3.8897,218400.0
-122.22,38.1,44.0,3013.0,563.0,1353.0,512.0,3.4559,111900.0
-119.29,36.32,27.0,1513.0,374.0,839.0,350.0,1.2012,64600.0
-122.11,37.36,34.0,1575.0,183.0,511.0,180.0,13.1867,500001.0
-122.39,41.41,23.0,910.0,199.0,370.0,169.0,1.7448,80100.0
-118.18,33.99,35.0,1230.0,407.0,1512.0,364.0,2.152,170800.0
-121.92,36.62,52.0,2584.0,599.0,790.0,444.0,2.5263,286400.0
-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,193500.0
-119.89,34.44,25.0,2786.0,470.0,1669.0,462.0,5.5184,268300.0
-119.07,36.08,5.0,2693.0,508.0,1785.0,491.0,3.0,71000.0
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,123400.0
-122.4,37.72,47.0,1167.0,250.0,953.0,253.0,4.2727,241900.0
-118.98,35.39,22.0,1812.0,457.0,1592.0,420.0,1.4146,49100.0
-120.98,37.71,22.0,434.0,89.0,195.0,86.0,2.4211,268800.0
-121.37,38.62,43.0,1077.0,199.0,447.0,182.0,3.0139,115600.0
-118.58,34.24,26.0,3239.0,647.0,1529.0,590.0,3.2426,236900.0
-121.73,38.54,18.0,974.0,317.0,521.0,317.0,1.0633,137500.0
-121.45,38.54,38.0,1865.0,384.0,1052.0,354.0,1.7891,60500.0
-117.89,33.84,33.0,1587.0,374.0,1159.0,331.0,2.8021,195100.0
-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1,166400.0
-118.54,34.38,18.0,2096.0,309.0,1044.0,328.0,6.8299,262100.0
-117.08,32.64,43.0,1005.0,230.0,548.0,252.0,1.8672,145800.0
-117.66,33.51,18.0,2626.0,,1302.0,522.0,4.0167,189600.0
-122.09,37.7,31.0,2053.0,336.0,867.0,329.0,4.3375,241800.0
-118.41,34.01,26.0,2503.0,449.0,1218.0,426.0,5.3683,500001.0
-118.38,34.08,52.0,1479.0,360.0,652.0,346.0,2.945,431400.0
-119.02,36.07,29.0,2610.0,597.0,1659.0,571.0,1.5911,60800.0
-118.09,33.95,36.0,1991.0,396.0,1306.0,403.0,4.5,166600.0
-118.39,34.17,28.0,2790.0,748.0,1351.0,697.0,3.2052,283600.0
-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,203900.0
-118.29,33.98,42.0,2833.0,768.0,2542.0,725.0,1.3479,100000.0
-118.24,34.03,52.0,142.0,47.0,137.0,45.0,1.8333,312500.0
-117.96,33.92,18.0,3744.0,1027.0,1654.0,912.0,3.2158,215000.0
-121.92,36.54,33.0,5323.0,887.0,1670.0,740.0,3.9792,468000.0
-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784,185400.0
-122.27,37.45,41.0,830.0,136.0,353.0,153.0,6.3824,500001.0
-117.9,33.88,34.0,1396.0,245.0,661.0,261.0,4.675,215400.0
-121.49,38.63,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,129300.0
-119.3,36.34,27.0,1515.0,358.0,1178.0,309.0,1.4432,48100.0
-122.18,37.74,46.0,2103.0,391.0,1339.0,354.0,2.2467,88900.0
-118.3,33.96,43.0,2009.0,442.0,1095.0,439.0,2.8299,109500.0
-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,161300.0
-117.18,32.75,52.0,1539.0,212.0,535.0,224.0,5.392,408500.0
-117.09,32.73,28.0,3109.0,594.0,1559.0,589.0,3.5789,120300.0
-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,233000.0
-118.15,33.92,36.0,1890.0,400.0,1232.0,386.0,4.375,184200.0
-121.7,39.36,46.0,1210.0,243.0,523.0,242.0,1.91,63900.0
-117.94,33.68,26.0,4183.0,539.0,1504.0,520.0,7.4056,374200.0
-121.79,38.66,15.0,6809.0,1052.0,3060.0,1060.0,5.3064,165000.0
-117.58,33.87,30.0,701.0,131.0,356.0,125.0,3.2917,144300.0
-122.19,37.45,18.0,1636.0,414.0,853.0,439.0,5.1032,464600.0
-122.34,41.21,26.0,178.0,40.0,55.0,25.0,2.0375,57500.0
-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,254500.0
-121.95,36.61,31.0,1736.0,250.0,497.0,170.0,6.3835,407800.0
-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,1.6944,111800.0
-118.21,34.14,25.0,1908.0,628.0,1412.0,588.0,2.2267,189800.0
-118.4,34.41,22.0,4443.0,560.0,1573.0,496.0,10.0285,500001.0
-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1.4615,275000.0
-118.42,33.99,23.0,5548.0,1245.0,2847.0,1229.0,4.4228,366900.0
-119.67,36.81,4.0,1262.0,216.0,622.0,199.0,4.9432,114400.0
-121.49,38.54,37.0,1655.0,393.0,841.0,355.0,1.6932,78400.0
-117.12,32.73,52.0,3976.0,718.0,1750.0,769.0,3.4151,175400.0
-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,90800.0
-118.43,34.26,37.0,1269.0,348.0,1835.0,335.0,3.2583,147200.0
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,203800.0
-122.04,37.57,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,231200.0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0
-122.18,37.9,36.0,4760.0,610.0,1511.0,572.0,9.0064,500001.0
-122.17,37.77,39.0,1612.0,342.0,912.0,322.0,3.3958,141900.0
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0
-117.92,33.83,52.0,1514.0,301.0,855.0,293.0,3.6042,166400.0
-122.46,37.59,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,325800.0
-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,453700.0
-121.23,38.79,45.0,907.0,176.0,463.0,190.0,2.2292,92000.0
-118.48,34.03,32.0,1793.0,476.0,1143.0,448.0,2.8981,353600.0
-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,500001.0
-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,231200.0
