longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2.4135,97000.0
-122.14,39.65,33.0,419.0,77.0,190.0,67.0,3.6429,87500.0
-118.36,33.82,28.0,67.0,15.0,49.0,11.0,6.1359,330000.0
-122.91,38.49,37.0,2469.0,519.0,1137.0,474.0,3.6343,146500.0
-117.12,32.8,31.0,1727.0,342.0,879.0,345.0,3.8125,166300.0
-121.29,37.97,52.0,1610.0,480.0,1025.0,440.0,1.2962,110200.0
-120.85,35.38,27.0,3493.0,909.0,1481.0,666.0,2.3075,184200.0
-119.78,36.27,29.0,1871.0,315.0,1066.0,309.0,4.5714,100800.0
-117.82,33.89,21.0,3079.0,509.0,1431.0,480.0,4.0714,278900.0
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,300000.0
-117.16,34.26,27.0,9285.0,1621.0,1135.0,410.0,2.5446,135200.0
-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972,134300.0
-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,2.6048,148200.0
-118.35,34.08,52.0,1003.0,200.0,514.0,204.0,3.8472,395700.0
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,192500.0
-120.93,37.65,1.0,2254.0,328.0,402.0,112.0,4.25,189200.0
-122.49,37.74,44.0,1472.0,275.0,820.0,310.0,5.6826,300000.0
-122.66,38.47,20.0,2806.0,477.0,1369.0,460.0,4.75,190500.0
-118.33,33.86,38.0,1059.0,218.0,561.0,205.0,4.0,248600.0
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,65300.0
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0
-117.85,33.89,22.0,4020.0,655.0,1486.0,635.0,5.9639,262300.0
-118.23,34.22,37.0,1376.0,237.0,618.0,226.0,5.9771,431800.0
-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004,284900.0
-121.82,37.39,37.0,4137.0,636.0,1569.0,578.0,6.1008,286200.0
-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,473500.0
-118.49,34.25,28.0,4054.0,712.0,2164.0,746.0,5.0,258000.0
-118.4,34.03,24.0,1101.0,318.0,491.0,287.0,3.2222,319400.0
-123.13,40.85,18.0,1650.0,377.0,675.0,282.0,1.8933,84700.0
-122.06,38.25,34.0,1562.0,289.0,898.0,307.0,3.3598,107200.0
-117.5,33.93,19.0,4741.0,835.0,2903.0,796.0,4.3723,135600.0
-118.2,34.13,52.0,2035.0,459.0,2589.0,438.0,3.5349,193600.0
-121.22,38.04,42.0,343.0,50.0,116.0,49.0,5.5376,212500.0
-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,447700.0
-119.73,34.45,44.0,2261.0,328.0,763.0,294.0,6.7449,415600.0
-121.67,37.13,19.0,3269.0,483.0,1383.0,452.0,5.6205,300800.0
-117.91,34.08,33.0,2325.0,452.0,1170.0,445.0,3.6625,217100.0
-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615,268600.0
-119.81,36.7,52.0,314.0,57.0,178.0,66.0,1.2404,52500.0
-118.16,34.19,44.0,2195.0,449.0,1377.0,417.0,3.5887,153500.0
-117.0,32.8,29.0,2045.0,398.0,912.0,368.0,3.0189,144100.0
-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,52500.0
-117.61,33.63,2.0,4678.0,817.0,1970.0,712.0,6.1078,219000.0
-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,189000.0
-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,181200.0
-117.02,34.88,18.0,2127.0,443.0,1168.0,401.0,3.0313,80000.0
-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,88300.0
-122.12,38.01,50.0,1300.0,263.0,691.0,239.0,3.9519,126500.0
-122.44,37.79,52.0,2045.0,353.0,722.0,327.0,8.0755,500001.0
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,136200.0
-121.53,39.52,30.0,1030.0,161.0,448.0,159.0,2.4821,73800.0
-122.2,38.04,31.0,3029.0,500.0,1236.0,487.0,5.6022,197000.0
-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,111400.0
-117.87,33.6,35.0,1598.0,398.0,782.0,411.0,5.1155,500000.0
-117.97,33.73,27.0,2097.0,325.0,1217.0,331.0,5.7121,222500.0
-119.17,34.26,10.0,3654.0,541.0,1638.0,551.0,6.1885,267300.0
-118.18,33.85,30.0,2548.0,717.0,2086.0,700.0,0.7007,134400.0
-118.44,34.04,16.0,18.0,6.0,3.0,4.0,0.536,350000.0
-121.07,39.09,17.0,1878.0,345.0,892.0,299.0,2.8864,143100.0
-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,239400.0
-117.09,32.65,25.0,3509.0,985.0,2359.0,899.0,2.6296,150000.0
-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,109000.0
-117.32,34.12,39.0,2210.0,498.0,1752.0,477.0,1.4066,66400.0
-117.06,32.61,24.0,4369.0,1353.0,3123.0,1247.0,2.0571,152300.0
-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354,164300.0
-122.18,37.78,33.0,142.0,31.0,575.0,47.0,3.875,225000.0
-117.89,33.72,23.0,2305.0,538.0,2493.0,502.0,3.6618,183500.0
-121.98,38.34,18.0,3876.0,916.0,2386.0,867.0,2.5938,129500.0
-121.65,39.35,24.0,1003.0,251.0,1098.0,227.0,1.7552,86400.0
-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0
-122.09,37.09,46.0,695.0,136.0,408.0,148.0,3.9408,222600.0
-118.06,34.12,35.0,2053.0,369.0,1044.0,375.0,4.1875,275400.0
-117.92,34.08,35.0,1897.0,311.0,965.0,323.0,5.7039,199400.0
-121.39,38.61,35.0,2024.0,359.0,786.0,364.0,2.4632,156900.0
-122.42,40.59,24.0,5045.0,972.0,2220.0,979.0,2.6792,138900.0
-121.55,38.51,14.0,5490.0,851.0,2415.0,837.0,6.5253,216800.0
-121.53,39.49,19.0,1537.0,329.0,617.0,274.0,1.5313,50300.0
-118.44,34.18,36.0,2077.0,496.0,1206.0,528.0,2.2326,221000.0
-119.81,34.47,26.0,4382.0,618.0,1728.0,587.0,7.4734,432200.0
-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,83800.0
-117.44,33.93,34.0,1577.0,272.0,880.0,284.0,4.6327,116000.0
-121.7,38.1,19.0,4896.0,1083.0,2150.0,905.0,3.3398,89700.0
-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4.2614,169600.0
-119.19,34.21,28.0,4194.0,811.0,2556.0,856.0,4.2227,235400.0
-117.43,33.96,28.0,3747.0,651.0,2399.0,646.0,3.8682,116500.0
-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,312700.0
-117.92,33.63,24.0,1562.0,441.0,696.0,347.0,3.5161,236400.0
-120.67,36.72,18.0,819.0,198.0,996.0,198.0,2.5,112500.0
-117.4,34.07,28.0,2879.0,659.0,1661.0,554.0,2.066,88100.0
-121.98,37.33,30.0,3742.0,633.0,1721.0,631.0,6.1388,302400.0
-118.31,33.78,30.0,4573.0,819.0,2411.0,819.0,3.5804,383800.0
-117.0,32.74,17.0,2357.0,599.0,1423.0,510.0,1.8856,118800.0
-119.34,36.23,12.0,4965.0,872.0,2191.0,804.0,3.5611,90200.0
-118.33,34.18,45.0,2570.0,517.0,1256.0,510.0,4.6898,226000.0
-120.61,37.35,34.0,1900.0,401.0,1009.0,385.0,2.2222,75000.0
-118.99,35.39,52.0,2805.0,573.0,1325.0,522.0,2.5083,70100.0
-122.43,37.7,19.0,1733.0,354.0,959.0,348.0,4.7708,281700.0
-122.42,37.79,52.0,2511.0,895.0,1202.0,804.0,2.6607,87500.0
-122.86,38.1,44.0,2602.0,509.0,691.0,343.0,4.3125,261500.0
-117.97,33.78,35.0,3148.0,597.0,2110.0,587.0,3.9479,203800.0
-117.97,33.66,22.0,3914.0,600.0,1871.0,607.0,5.8541,281500.0
-121.2,37.8,28.0,3264.0,576.0,1512.0,567.0,3.7546,135300.0
-122.84,38.39,16.0,1688.0,292.0,793.0,280.0,4.4357,216900.0
-120.45,34.96,21.0,2121.0,445.0,2211.0,463.0,4.0603,117600.0
-119.26,35.87,24.0,1590.0,390.0,1686.0,372.0,1.6469,47600.0
-117.28,33.18,16.0,3002.0,591.0,842.0,538.0,2.1205,157300.0
-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607,293800.0
-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,7.8711,500001.0
-120.89,37.59,33.0,1016.0,206.0,617.0,209.0,2.151,195800.0
-116.9,32.84,18.0,4215.0,810.0,2104.0,773.0,4.0873,146900.0
-118.04,34.13,35.0,249.0,31.0,268.0,29.0,15.0001,500001.0
-117.72,33.49,4.0,3623.0,734.0,1129.0,530.0,5.7281,500001.0
-118.35,34.07,52.0,2315.0,356.0,894.0,345.0,4.1328,500001.0
-117.78,33.9,14.0,6239.0,901.0,2923.0,904.0,6.5437,268200.0
-118.61,34.25,16.0,8295.0,1506.0,3903.0,1451.0,5.5111,276600.0
-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5.5507,345700.0
-119.27,34.28,52.0,2239.0,420.0,941.0,397.0,4.125,349000.0
-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,153400.0
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0
-117.74,33.51,29.0,1720.0,269.0,612.0,258.0,7.8239,500001.0
-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,3.7837,160300.0
-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4.0614,107000.0
-117.09,32.74,42.0,1986.0,472.0,1472.0,475.0,2.1757,110100.0
-118.25,34.02,35.0,1368.0,486.0,2239.0,461.0,1.913,114300.0
-122.16,37.68,16.0,1687.0,348.0,568.0,352.0,2.3869,83300.0
-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,111300.0
-118.45,34.28,36.0,2602.0,638.0,2780.0,620.0,2.7155,149800.0
-118.38,33.85,31.0,3533.0,729.0,1647.0,679.0,5.5843,384600.0
-117.99,33.88,42.0,1461.0,302.0,986.0,314.0,3.9559,161100.0
-122.09,37.4,24.0,3983.0,1126.0,2645.0,1072.0,3.6742,275000.0
-120.7,35.14,17.0,5805.0,1097.0,1919.0,932.0,3.5352,357800.0
-117.36,34.1,29.0,2819.0,637.0,1683.0,608.0,2.3205,87600.0
-121.88,37.32,38.0,1787.0,508.0,2113.0,530.0,2.6386,177600.0
-121.13,39.31,17.0,3442.0,705.0,1693.0,619.0,2.8102,128900.0
-122.55,37.92,52.0,2303.0,350.0,859.0,359.0,6.1085,500001.0
-121.94,38.03,27.0,1654.0,478.0,1141.0,420.0,1.4871,87100.0
-116.95,32.84,31.0,1307.0,,752.0,231.0,3.4286,129400.0
-121.32,38.21,27.0,2643.0,467.0,1455.0,444.0,3.6398,146700.0
-122.44,37.73,39.0,1912.0,,970.0,406.0,4.7813,275500.0
-118.13,34.01,45.0,1179.0,268.0,736.0,252.0,2.7083,161800.0
-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,254100.0
-118.16,33.97,31.0,1363.0,428.0,1897.0,364.0,2.3929,191100.0
-115.53,32.73,14.0,1527.0,325.0,1453.0,332.0,1.735,61200.0
-119.28,34.27,44.0,706.0,176.0,399.0,149.0,3.0089,166700.0
-117.25,32.74,40.0,2186.0,549.0,953.0,515.0,2.8007,257100.0
-119.16,36.31,7.0,2946.0,664.0,1608.0,622.0,1.6829,80200.0
-122.28,37.77,52.0,1468.0,363.0,870.0,347.0,2.9688,220800.0
-117.94,34.03,35.0,1375.0,249.0,1015.0,239.0,4.0521,151800.0
-122.27,40.53,17.0,2255.0,416.0,1171.0,411.0,2.875,129800.0
-118.06,34.08,34.0,1197.0,260.0,942.0,245.0,3.4202,189100.0
-118.03,33.94,34.0,1748.0,386.0,917.0,378.0,3.4792,169000.0
-121.29,37.33,36.0,48.0,12.0,27.0,8.0,4.0,75000.0
-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,197500.0
-122.32,38.32,19.0,2922.0,417.0,1221.0,442.0,5.8002,238700.0
-120.51,36.55,20.0,1193.0,263.0,1274.0,241.0,1.9417,38800.0
-117.98,33.99,26.0,3343.0,455.0,1429.0,457.0,7.0778,334300.0
-117.62,33.64,2.0,7826.0,893.0,2985.0,790.0,10.1531,484100.0
-124.18,40.78,37.0,1453.0,293.0,867.0,310.0,2.5536,70200.0
-118.28,34.03,40.0,2118.0,796.0,2195.0,658.0,1.7976,164600.0
-118.87,34.19,23.0,2179.0,423.0,1338.0,406.0,5.5224,240700.0
-121.23,38.04,32.0,1829.0,262.0,677.0,243.0,6.1805,247900.0
-117.98,34.05,35.0,2342.0,426.0,2176.0,416.0,3.7454,156900.0
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,337900.0
-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,500001.0
-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,4.7944,215300.0
-117.65,33.45,15.0,7468.0,1275.0,3033.0,1217.0,5.49,239300.0
-121.23,37.92,28.0,590.0,129.0,315.0,99.0,1.8958,85700.0
-120.47,34.64,8.0,2482.0,586.0,1427.0,540.0,3.071,120400.0
-122.04,37.29,19.0,3625.0,432.0,1252.0,409.0,12.2145,500001.0
-117.96,33.83,30.0,2838.0,649.0,1758.0,593.0,3.3831,197400.0
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,416700.0
-121.52,38.5,19.0,4900.0,805.0,2519.0,855.0,4.8497,184400.0
-117.43,33.93,36.0,2386.0,396.0,1176.0,374.0,4.5122,113300.0
-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,2.582,181800.0
-122.13,37.44,38.0,2835.0,447.0,1148.0,446.0,5.9277,446600.0
-118.41,34.01,44.0,2010.0,394.0,961.0,365.0,4.5982,333500.0
-122.26,37.86,52.0,2888.0,604.0,1253.0,538.0,3.3893,241700.0
-122.53,37.93,42.0,2171.0,362.0,887.0,347.0,6.6125,393200.0
-120.91,38.98,13.0,7689.0,1415.0,3264.0,1198.0,3.653,146800.0
-117.01,32.79,33.0,4015.0,663.0,1864.0,664.0,4.3152,159300.0
-121.91,36.98,16.0,1957.0,408.0,865.0,369.0,2.6875,233300.0
-118.28,33.73,45.0,2137.0,559.0,1550.0,529.0,1.9167,227200.0
-122.04,37.96,27.0,2587.0,729.0,1500.0,623.0,1.837,175000.0
-122.28,37.53,15.0,5417.0,1199.0,2593.0,1098.0,4.8047,438000.0
-121.8,38.01,46.0,2273.0,495.0,1088.0,447.0,2.2532,109400.0
-118.02,34.12,36.0,1471.0,246.0,751.0,230.0,5.4555,395100.0
-121.44,38.73,25.0,1287.0,224.0,727.0,236.0,4.7396,135500.0
-122.04,36.97,40.0,1193.0,227.0,570.0,204.0,4.4659,237500.0
-122.43,37.73,52.0,1583.0,347.0,935.0,341.0,4.6786,263200.0
-118.17,34.1,48.0,2514.0,595.0,2484.0,601.0,3.1146,142500.0
-117.65,34.07,35.0,2501.0,651.0,1182.0,591.0,1.4464,113200.0
-118.16,33.97,39.0,1444.0,447.0,1890.0,416.0,2.1181,176600.0
-120.91,38.62,12.0,4545.0,748.0,2033.0,718.0,4.1843,207600.0
-117.93,34.06,35.0,1022.0,183.0,628.0,187.0,3.9375,187500.0
-122.53,37.94,18.0,878.0,255.0,384.0,247.0,4.7344,200000.0
-117.66,34.1,26.0,1855.0,553.0,1109.0,536.0,2.2429,150000.0
-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,500001.0
-118.65,36.57,20.0,1431.0,416.0,570.0,225.0,1.4821,143300.0
-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,500001.0
-117.87,33.84,10.0,3381.0,729.0,1584.0,636.0,5.3812,235400.0
-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5.8819,260500.0
-118.42,34.2,27.0,3201.0,970.0,3403.0,948.0,2.2377,231700.0
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,116900.0
-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,177300.0
-118.36,34.02,43.0,1356.0,333.0,796.0,329.0,1.7159,189700.0
-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685,114200.0
-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,217900.0
-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,292900.0
-117.99,33.87,34.0,1239.0,307.0,869.0,291.0,3.59,161900.0
-118.22,33.98,32.0,2643.0,737.0,2784.0,711.0,2.5352,184400.0
-117.02,33.95,5.0,1822.0,367.0,798.0,313.0,2.8783,105200.0
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,157500.0
-118.15,34.12,52.0,1518.0,344.0,725.0,296.0,3.4018,204500.0
-118.49,34.04,50.0,2597.0,340.0,964.0,339.0,13.3036,500001.0
-122.23,37.48,33.0,3108.0,805.0,1895.0,717.0,3.3015,267700.0
-120.82,37.51,17.0,1664.0,253.0,736.0,254.0,4.4083,165800.0
-121.73,36.85,22.0,1304.0,278.0,887.0,227.0,3.6607,206300.0
-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,1.9564,92200.0
-117.4,33.94,42.0,943.0,171.0,466.0,203.0,3.1458,116000.0
-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0
-118.47,34.29,18.0,4256.0,987.0,3401.0,955.0,4.2935,190000.0
-121.84,37.34,33.0,1019.0,191.0,938.0,215.0,4.0929,165000.0
-118.31,34.08,26.0,1609.0,534.0,1868.0,497.0,2.7038,227100.0
-119.01,35.37,35.0,120.0,35.0,477.0,41.0,1.9125,47500.0
-117.99,33.76,30.0,1572.0,362.0,1351.0,359.0,3.369,190900.0
-122.07,37.64,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,134900.0
-122.26,37.54,5.0,1649.0,388.0,779.0,376.0,6.9635,417300.0
-122.41,40.55,19.0,3753.0,761.0,1952.0,738.0,3.0954,86500.0
-121.2,37.8,37.0,311.0,61.0,171.0,54.0,4.0972,101800.0
-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109,137500.0
-120.76,37.58,35.0,1395.0,264.0,756.0,253.0,3.6181,178600.0
-117.26,32.85,42.0,1761.0,329.0,480.0,255.0,5.3787,500001.0
-122.31,37.56,36.0,1727.0,340.0,952.0,337.0,4.7917,316000.0
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,197600.0
-121.93,37.76,5.0,2255.0,269.0,876.0,258.0,10.3345,461400.0
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,275000.0
-122.39,37.57,35.0,520.0,83.0,185.0,76.0,6.4865,450000.0
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,307100.0
-119.02,35.44,29.0,3415.0,631.0,1527.0,597.0,4.0125,84400.0
-121.96,37.96,28.0,1838.0,273.0,899.0,270.0,5.2145,229200.0
-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,152100.0
-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,253700.0
-120.18,39.28,14.0,10098.0,1545.0,701.0,254.0,4.0819,141300.0
-118.43,33.96,16.0,14891.0,3984.0,6270.0,3595.0,5.1064,283200.0
-121.9,36.97,21.0,3707.0,751.0,1420.0,608.0,4.4485,295200.0
-119.1,36.4,23.0,1885.0,363.0,1056.0,338.0,3.2159,92800.0
-117.81,33.73,23.0,3056.0,556.0,1508.0,555.0,4.7273,234200.0
-117.87,33.62,8.0,1266.0,,375.0,183.0,9.802,500001.0
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0
-117.33,34.15,28.0,1473.0,333.0,1196.0,312.0,1.6993,67800.0
-118.06,34.13,40.0,4307.0,918.0,1769.0,845.0,3.6341,391500.0
-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4.7969,211700.0
-122.51,38.17,8.0,5875.0,1115.0,2808.0,1029.0,3.6392,246300.0
-117.13,32.75,20.0,2271.0,602.0,992.0,520.0,2.2599,157600.0
-118.1,34.08,24.0,4510.0,1296.0,3985.0,1240.0,2.6884,204600.0
-117.71,33.63,16.0,2497.0,500.0,1357.0,456.0,4.5909,241800.0
-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825,278500.0
-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,225000.0
-119.53,34.38,22.0,2323.0,727.0,1301.0,478.0,2.7864,300000.0
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,92400.0
-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,6.3516,354300.0
-117.92,33.84,38.0,1316.0,263.0,671.0,278.0,3.2969,220000.0
