longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.41,38.57,16.0,4429.0,1124.0,1538.0,960.0,3.2443,190700.0
-122.43,40.66,15.0,2532.0,458.0,1183.0,450.0,2.5417,92200.0
-124.16,40.79,52.0,1264.0,277.0,591.0,284.0,1.7778,76900.0
-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,230600.0
-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,7.2731,450400.0
-121.36,38.66,14.0,756.0,141.0,424.0,155.0,3.6953,116100.0
-120.43,34.95,50.0,1966.0,413.0,985.0,403.0,2.3506,136100.0
-118.26,33.77,36.0,886.0,253.0,809.0,219.0,2.4545,164200.0
-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493,199400.0
-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875,232400.0
-118.12,33.83,45.0,1734.0,331.0,797.0,293.0,4.8917,222800.0
-117.18,32.69,48.0,2764.0,491.0,978.0,449.0,5.1249,432400.0
-121.23,38.67,27.0,5266.0,971.0,2432.0,948.0,3.8954,133000.0
-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643,236100.0
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,80700.0
-120.97,37.43,27.0,1380.0,,810.0,262.0,2.1875,137500.0
-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,70000.0
-118.1,34.05,26.0,1495.0,328.0,1296.0,304.0,2.913,152300.0
-121.34,37.98,8.0,2628.0,428.0,1158.0,393.0,5.3002,191700.0
-122.23,37.79,49.0,1175.0,217.0,859.0,219.0,2.293,106300.0
-120.43,34.96,24.0,2739.0,414.0,1171.0,413.0,4.8155,162900.0
-118.43,34.02,42.0,1528.0,244.0,634.0,242.0,8.1631,500001.0
-117.96,33.68,26.0,1374.0,234.0,731.0,244.0,6.0905,224800.0
-122.56,38.41,20.0,1151.0,211.0,478.0,183.0,5.93,384600.0
-117.11,32.57,32.0,2723.0,586.0,1702.0,562.0,3.3371,140500.0
-117.64,34.11,16.0,2129.0,420.0,932.0,379.0,2.5868,146900.0
-117.98,34.53,13.0,2815.0,535.0,1492.0,491.0,4.0945,135700.0
-119.26,34.28,41.0,1835.0,311.0,683.0,308.0,4.8977,358200.0
-122.91,39.06,21.0,1236.0,238.0,601.0,261.0,1.939,100300.0
-118.51,34.22,36.0,1493.0,285.0,766.0,272.0,4.8646,213200.0
-120.83,37.79,16.0,893.0,164.0,548.0,155.0,3.6875,121900.0
-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687,392400.0
-119.71,34.41,31.0,1034.0,319.0,997.0,308.0,2.6538,231800.0
-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,4.1597,95900.0
-121.86,36.6,33.0,1409.0,307.0,633.0,290.0,3.5568,191200.0
-118.15,34.18,45.0,2612.0,664.0,3117.0,584.0,2.3029,148800.0
-122.29,37.53,35.0,2043.0,511.0,1089.0,504.0,3.0278,310600.0
-120.62,36.99,32.0,2455.0,508.0,1344.0,492.0,1.9732,69400.0
-118.16,33.79,25.0,5463.0,1265.0,3010.0,1179.0,3.233,199100.0
-122.0,36.93,51.0,1616.0,374.0,608.0,302.0,3.1932,400000.0
-117.14,32.75,37.0,1832.0,525.0,955.0,488.0,2.7852,129200.0
-114.98,33.82,15.0,644.0,129.0,137.0,52.0,3.2097,71300.0
-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2.0139,150000.0
-122.09,41.32,52.0,4019.0,824.0,1728.0,706.0,2.2462,62900.0
-122.0,37.98,35.0,1192.0,201.0,535.0,172.0,4.9219,182000.0
-120.35,40.63,33.0,240.0,49.0,63.0,22.0,3.625,200000.0
-122.49,38.1,43.0,1226.0,244.0,491.0,205.0,4.9286,307000.0
-120.45,34.86,23.0,3415.0,778.0,1492.0,633.0,2.2791,114800.0
-122.4,37.78,52.0,464.0,202.0,286.0,148.0,1.6125,112500.0
-122.47,37.71,44.0,2547.0,511.0,1577.0,516.0,4.1939,237900.0
-117.16,34.06,33.0,2101.0,468.0,1997.0,412.0,2.8125,117200.0
-117.59,33.66,3.0,1206.0,256.0,563.0,287.0,5.1589,167800.0
-118.25,33.89,41.0,1476.0,286.0,1086.0,278.0,2.4632,111700.0
-119.21,36.3,18.0,1433.0,265.0,1092.0,276.0,1.9135,49400.0
-117.96,33.9,10.0,2423.0,356.0,1213.0,347.0,6.5635,346900.0
-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,175000.0
-117.07,32.69,29.0,1429.0,293.0,1091.0,317.0,3.4609,118000.0
-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0
-119.72,36.81,15.0,2175.0,564.0,1194.0,482.0,2.6767,87500.0
-117.31,33.07,21.0,2035.0,534.0,948.0,467.0,3.2984,369400.0
-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,500001.0
-116.95,33.76,10.0,6890.0,1702.0,3141.0,1451.0,1.7079,95900.0
-122.41,37.66,37.0,2155.0,446.0,1255.0,428.0,3.8438,250700.0
-117.38,33.98,52.0,2274.0,571.0,1167.0,504.0,2.0284,101600.0
-119.75,36.77,32.0,1962.0,399.0,1005.0,392.0,2.6726,70400.0
-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,4.5604,145900.0
-122.18,37.75,46.0,941.0,218.0,621.0,195.0,1.325,87100.0
-116.99,33.92,26.0,503.0,69.0,293.0,59.0,3.7083,147500.0
-122.01,37.58,17.0,4313.0,717.0,2629.0,721.0,5.7579,231800.0
-121.29,37.95,16.0,761.0,306.0,438.0,282.0,0.7714,87500.0
-118.25,33.95,48.0,1766.0,424.0,1655.0,420.0,0.9751,95500.0
-121.88,37.26,13.0,1676.0,471.0,710.0,406.0,3.8936,225900.0
-118.19,33.77,52.0,1562.0,616.0,692.0,512.0,1.4048,200000.0
-117.52,33.84,20.0,688.0,146.0,575.0,144.0,3.55,111000.0
-122.17,37.72,43.0,3783.0,814.0,2139.0,789.0,4.0202,166300.0
-120.61,35.12,31.0,1486.0,345.0,823.0,322.0,2.6974,165400.0
-120.69,36.84,18.0,902.0,195.0,771.0,174.0,2.2083,55000.0
-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,500001.0
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,223600.0
-121.79,38.54,7.0,1777.0,513.0,4479.0,504.0,1.4653,310000.0
-117.05,32.56,18.0,1215.0,320.0,1195.0,349.0,1.9875,114900.0
-118.26,34.01,43.0,2179.0,682.0,2624.0,609.0,1.8641,108200.0
-117.19,32.86,18.0,4231.0,728.0,2030.0,720.0,6.1805,272400.0
-122.31,40.45,10.0,1187.0,236.0,728.0,248.0,2.0469,66800.0
-119.31,36.63,26.0,1874.0,416.0,1834.0,432.0,1.6486,55200.0
-121.96,37.55,4.0,3746.0,993.0,1606.0,838.0,4.1387,162500.0
-117.02,32.84,17.0,4013.0,673.0,2263.0,661.0,5.131,148300.0
-122.58,38.38,27.0,3800.0,728.0,1587.0,605.0,4.7237,306600.0
-117.9,34.01,27.0,2383.0,472.0,2079.0,494.0,3.9702,141400.0
-117.02,32.79,36.0,2211.0,384.0,868.0,329.0,4.0491,147900.0
-115.4,32.7,19.0,583.0,113.0,531.0,134.0,1.6838,95800.0
-121.68,36.72,12.0,19234.0,4492.0,12153.0,4372.0,3.2652,152800.0
-118.45,34.16,22.0,7828.0,2038.0,3303.0,1922.0,3.6171,318300.0
-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875,176600.0
-117.96,33.75,22.0,2300.0,539.0,1625.0,542.0,2.78,196300.0
-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,226800.0
-118.41,34.02,19.0,4702.0,1472.0,2636.0,1334.0,3.3955,225000.0
-120.42,34.95,33.0,3404.0,711.0,1579.0,639.0,3.1078,146700.0
-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,60900.0
-117.04,32.62,26.0,3620.0,607.0,2000.0,593.0,4.9962,156000.0
-119.1,36.42,26.0,1775.0,416.0,1217.0,383.0,1.8801,57600.0
-117.46,33.92,21.0,713.0,142.0,476.0,142.0,3.5208,121100.0
-122.81,38.46,28.0,3580.0,611.0,1634.0,567.0,4.745,248600.0
-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,143800.0
-122.41,37.59,34.0,3931.0,622.0,1717.0,621.0,6.2946,450000.0
-116.99,32.74,17.0,3101.0,547.0,1410.0,486.0,3.1771,189900.0
-116.87,33.76,5.0,4116.0,761.0,1714.0,717.0,2.5612,130800.0
-120.54,38.41,21.0,1435.0,294.0,668.0,267.0,2.5667,77400.0
-121.8,37.34,20.0,2686.0,414.0,1507.0,405.0,5.8068,263900.0
-124.06,40.86,34.0,4183.0,,1891.0,669.0,3.2216,98100.0
-117.66,33.63,16.0,3299.0,610.0,1967.0,604.0,5.5085,223300.0
-121.13,36.21,30.0,1484.0,414.0,1200.0,351.0,1.7548,95800.0
-118.86,34.21,26.0,3354.0,659.0,2020.0,648.0,4.1576,211800.0
-118.04,34.07,39.0,2451.0,649.0,2536.0,648.0,2.3098,173100.0
-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,483700.0
-118.25,34.15,13.0,1107.0,479.0,616.0,443.0,0.8185,187500.0
-121.79,36.68,22.0,6912.0,1513.0,3794.0,1455.0,3.0608,168300.0
-118.29,33.79,10.0,3708.0,1016.0,2855.0,948.0,2.0,165400.0
-117.93,34.09,37.0,1185.0,225.0,769.0,235.0,4.4625,154200.0
-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,138100.0
-122.32,37.99,24.0,4865.0,968.0,2315.0,893.0,4.2852,173500.0
-118.08,33.95,37.0,1743.0,348.0,1328.0,354.0,3.0944,162800.0
-124.11,40.93,17.0,1661.0,329.0,948.0,357.0,2.7639,90200.0
-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,202700.0
-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,500001.0
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,191700.0
-119.03,36.08,19.0,2736.0,549.0,1432.0,503.0,2.6944,67700.0
-121.82,36.61,24.0,2437.0,438.0,1430.0,444.0,3.8015,169100.0
-117.82,33.75,24.0,893.0,209.0,342.0,197.0,2.8261,146500.0
-122.43,37.73,52.0,3602.0,738.0,2270.0,647.0,3.8934,251800.0
-118.36,34.09,38.0,2158.0,582.0,1061.0,577.0,2.9643,355300.0
-122.2,37.88,36.0,1065.0,160.0,398.0,155.0,7.7736,378100.0
-121.83,37.28,33.0,1115.0,250.0,1168.0,261.0,3.9009,178600.0
-120.23,37.98,14.0,1954.0,368.0,917.0,316.0,3.1523,93300.0
-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,134400.0
-122.43,37.75,40.0,4850.0,977.0,1824.0,952.0,5.0519,356100.0
-121.48,39.05,40.0,198.0,41.0,151.0,48.0,4.5625,100000.0
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,182100.0
-118.38,33.88,39.0,1489.0,282.0,743.0,270.0,4.8611,456100.0
-117.11,32.8,17.0,3890.0,586.0,2791.0,595.0,3.2197,67500.0
-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,151700.0
-124.15,40.88,33.0,2235.0,506.0,1165.0,441.0,1.725,57500.0
-122.34,37.57,52.0,2547.0,373.0,876.0,359.0,8.2598,500001.0
-119.61,34.45,33.0,3597.0,519.0,1207.0,479.0,5.3963,500001.0
-121.34,38.03,12.0,2707.0,433.0,1200.0,380.0,4.9861,133500.0
-119.9,36.94,11.0,2513.0,408.0,1360.0,415.0,4.277,98500.0
-121.79,38.68,24.0,3794.0,848.0,2225.0,864.0,2.8068,95300.0
-117.99,33.81,23.0,3284.0,795.0,3257.0,758.0,2.4526,182900.0
-119.83,34.43,31.0,798.0,346.0,699.0,301.0,2.1417,205000.0
-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,192600.0
-118.28,34.04,24.0,1283.0,545.0,1932.0,516.0,1.2969,160200.0
-122.02,37.84,34.0,1879.0,265.0,729.0,263.0,7.7072,443800.0
-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,187400.0
-115.49,32.67,25.0,2322.0,573.0,2185.0,602.0,1.375,70100.0
-118.47,33.99,52.0,2167.0,622.0,1095.0,570.0,2.8514,358700.0
-121.77,36.87,37.0,424.0,65.0,266.0,64.0,3.3472,293800.0
-118.25,33.96,42.0,1326.0,295.0,918.0,258.0,2.3864,98800.0
-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,329800.0
-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,60600.0
-121.78,37.31,7.0,1973.0,328.0,1047.0,303.0,6.234,292200.0
-117.61,34.01,25.0,352.0,41.0,99.0,34.0,3.9696,500000.0
-118.25,34.01,30.0,962.0,291.0,1280.0,263.0,1.4464,110200.0
-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,201300.0
-122.19,37.46,34.0,5419.0,1183.0,2002.0,1138.0,4.1985,500001.0
-120.85,38.69,18.0,5928.0,1097.0,2697.0,1096.0,3.4872,141400.0
-117.81,33.73,19.0,5471.0,1345.0,2828.0,1247.0,3.5719,252800.0
-117.1,32.76,52.0,2606.0,426.0,883.0,380.0,4.2813,270800.0
-122.67,38.47,16.0,3452.0,791.0,1567.0,731.0,2.4722,194300.0
-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205,76600.0
-117.09,33.11,32.0,1713.0,321.0,891.0,286.0,3.1429,171600.0
-118.36,34.03,36.0,1083.0,342.0,1023.0,295.0,2.1324,143800.0
-118.46,33.97,19.0,2461.0,521.0,777.0,447.0,10.0,500001.0
-122.05,37.94,22.0,2105.0,354.0,993.0,365.0,4.6602,227800.0
-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,178200.0
-119.67,34.38,28.0,1814.0,526.0,849.0,420.0,3.1625,364300.0
-118.2,33.94,42.0,618.0,163.0,680.0,179.0,3.3472,154200.0
-118.25,34.14,13.0,3487.0,1131.0,3749.0,1072.0,2.1602,221900.0
-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,463500.0
-117.06,34.87,14.0,3348.0,619.0,1756.0,557.0,3.5987,91400.0
-119.09,36.21,38.0,1901.0,453.0,1613.0,400.0,1.8828,44600.0
-121.32,38.26,4.0,6125.0,1063.0,3077.0,953.0,4.1179,134600.0
-121.91,37.32,42.0,1067.0,256.0,608.0,280.0,3.0096,180800.0
-121.88,37.41,23.0,3224.0,652.0,2183.0,655.0,4.3807,226900.0
-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,300000.0
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,198600.0
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,209100.0
-117.11,32.75,20.0,1667.0,469.0,1292.0,445.0,2.0893,101100.0
-118.22,33.9,30.0,1007.0,260.0,1112.0,238.0,1.7262,115600.0
-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015,488500.0
-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,212300.0
-118.18,34.08,35.0,2226.0,602.0,2230.0,549.0,2.9167,129300.0
-118.91,34.4,30.0,2861.0,613.0,2065.0,586.0,3.2024,176100.0
-122.47,38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,303300.0
-122.39,37.8,25.0,4561.0,1474.0,1525.0,1169.0,4.5581,500001.0
-121.09,37.61,42.0,1787.0,296.0,921.0,287.0,3.8864,171400.0
-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167,425000.0
-118.3,33.8,27.0,2790.0,513.0,1498.0,519.0,5.3106,268300.0
-117.58,34.02,4.0,5998.0,1092.0,3182.0,1042.0,5.2692,174800.0
-117.94,33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696,165500.0
-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0
-119.85,36.97,13.0,2872.0,477.0,1607.0,481.0,4.475,102400.0
-117.9,33.61,41.0,1521.0,328.0,527.0,275.0,4.0764,500001.0
-122.07,37.7,32.0,3400.0,736.0,1487.0,694.0,3.0,223200.0
-118.91,35.3,28.0,1793.0,358.0,1233.0,351.0,2.7845,82200.0
-117.92,33.68,28.0,3397.0,597.0,1397.0,560.0,4.8125,244600.0
-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028,91000.0
-122.39,37.72,52.0,135.0,34.0,93.0,26.0,2.1484,181300.0
-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,90600.0
-122.02,36.99,30.0,2156.0,487.0,1023.0,458.0,2.7875,245000.0
-121.62,36.69,12.0,512.0,144.0,767.0,149.0,2.2667,72900.0
-118.22,33.83,43.0,1426.0,272.0,871.0,276.0,3.7083,175200.0
-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,4.9833,213000.0
-118.47,34.26,35.0,1898.0,344.0,1123.0,347.0,5.5792,218400.0
-118.23,33.93,36.0,501.0,123.0,487.0,118.0,1.3,87000.0
-120.25,38.03,21.0,4924.0,966.0,1175.0,454.0,2.9457,116500.0
-122.63,38.21,22.0,2933.0,461.0,1283.0,449.0,6.2034,291100.0
-122.09,37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,402600.0
-122.72,38.42,30.0,2099.0,406.0,1156.0,401.0,2.8036,152300.0
-120.89,37.52,42.0,1200.0,221.0,647.0,192.0,2.5402,157500.0
-117.84,34.12,34.0,2026.0,345.0,1142.0,332.0,4.392,187600.0
-119.72,36.34,33.0,1287.0,214.0,580.0,210.0,3.2019,112500.0
-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,281300.0
-117.22,32.83,31.0,2558.0,512.0,1164.0,492.0,3.4318,200400.0
-118.48,34.07,29.0,4767.0,777.0,1500.0,638.0,10.7937,500001.0
-117.85,33.75,27.0,2311.0,632.0,2936.0,609.0,2.5651,171400.0
-118.05,34.08,30.0,1572.0,427.0,1857.0,428.0,2.4914,159200.0
-122.42,37.77,52.0,1086.0,349.0,589.0,361.0,2.5186,250000.0
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,203700.0
-117.71,34.07,24.0,1948.0,362.0,1286.0,364.0,3.6,139300.0
-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,381800.0
-117.97,33.86,35.0,1691.0,367.0,1265.0,378.0,3.5855,174300.0
-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,180800.0
-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,244300.0
-118.1,33.85,36.0,956.0,159.0,416.0,157.0,4.6429,223700.0
-121.86,37.4,19.0,4043.0,764.0,2196.0,708.0,6.1504,268400.0
-120.97,37.68,16.0,2493.0,535.0,1370.0,504.0,3.3368,121200.0
-119.26,34.28,41.0,2822.0,564.0,1288.0,541.0,3.0799,254100.0
-123.54,39.17,18.0,2251.0,510.0,1032.0,369.0,2.2946,101000.0
-122.4,37.79,52.0,1185.0,660.0,1007.0,623.0,1.4552,450000.0
-122.41,37.66,44.0,431.0,195.0,682.0,212.0,3.2833,233300.0
-117.89,33.68,8.0,5278.0,1575.0,2389.0,1371.0,3.3409,181300.0
-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,208900.0
-117.27,33.08,7.0,2949.0,447.0,1335.0,426.0,6.0922,342400.0
-121.95,37.36,25.0,3472.0,956.0,2267.0,944.0,2.7727,235600.0
-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,259800.0
